,BS_plot,SampleYear,p_ram,group,elevation,slope,dead_live_ratio,SE Class,stem_count,fire_presence,total volume per plot (500m2)
1034,BS392,2010,1,dolan,294,29,0.2542372881355932,SESE_M,5,0,3.473046387
1035,BS392,2013,1,dolan,294,29,0.20555555555555555,SESE_M,6,0,4.119816905
1036,BS392,2018,1,dolan,294,29,0.26666666666666666,SESE_M,4,0,4.119816905
1037,BS392,2021,1,dolan,294,29,6.0,SESE_M,143,1,2.274396843
1038,BS394,2006,1,dolan,382,30,0.03896103896103896,SESE_M,0,0,
1039,BS394,2016,1,dolan,382,30,0.2923076923076923,SESE_M,24,0,0.680098206
1040,BS394,2018,1,dolan,382,30,0.3888888888888889,SESE_M,13,0,0.680098206
1041,BS394,2021,1,dolan,382,30,3.1666666666666665,SESE_M,27,1,0.0
1042,BS407,2006,1,dolan,680,24,0.18181818181818182,SESE_M,0,0,
1043,BS407,2009,1,dolan,680,24,0.22,SESE_M,2,0,7.488390569
1044,BS407,2010,1,dolan,680,24,0.20408163265306123,SESE_M,6,0,10.423273377000001
1045,BS407,2013,1,dolan,680,24,0.1509433962264151,SESE_M,1,0,10.311502383
1046,BS407,2018,1,dolan,680,24,0.14516129032258066,SESE_M,4,0,10.009745615
1047,BS407,2021,1,dolan,680,24,3.230769230769231,SESE_M,20,1,5.333496927
1048,BS412,2006,1,control,209,35,0.75,SESE_M,0,0,
1049,BS412,2009,1,control,209,35,0.5833333333333334,SESE_M,1,0,0.0
1050,BS412,2010,1,control,209,35,0.40350877192982454,SESE_M,0,0,0.0
1051,BS412,2013,1,control,209,35,0.24615384615384617,SESE_M,1,0,0.0
1052,BS412,2018,1,control,209,35,0.12359550561797752,SESE_M,8,0,0.0
1053,BS412,2022,1,control,209,35,0.11428571428571428,SESE_M,0,0,0.065613144
1054,BS416,2007,0,dolan,580,42,0.24074074074074073,SESE_M,0,0,
1055,BS416,2010,0,dolan,580,42,0.22972972972972974,SESE_M,1,0,10.8917895
1056,BS416,2013,0,dolan,580,42,0.12658227848101267,SESE_M,3,0,10.8917895
1057,BS416,2018,0,dolan,580,42,0.09782608695652174,SESE_M,9,0,10.8917895
1058,BS416,2021,0,dolan,580,42,2.9473684210526314,SESE_M,25,1,4.283977216
1059,BS420,2007,0,dolan_chalk,554,31,0.7407407407407407,SESE_M,0,0,
1060,BS420,2009,0,dolan_chalk,554,31,0.8823529411764706,SESE_M,18,1,0.0
1061,BS420,2021,0,dolan_chalk,554,31,1.75,SESE_M,16,1,1.93714475
1062,BS423,2006,0,dolan_chalk,106,41,0.08888888888888889,SESE_M,0,0,
1063,BS423,2009,0,dolan_chalk,106,41,0.7083333333333334,SESE_M,5,1,0.810787002
1064,BS423,2021,0,dolan_chalk,106,41,1.6111111111111112,SESE_M,18,1,1.69532576
1065,BS426,2006,0,dolan_chalk,226,34,0.14285714285714285,SESE_M,0,0,
1066,BS426,2009,0,dolan_chalk,226,34,1.25,SESE_M,0,1,0.423643769
1067,BS426,2010,0,dolan_chalk,226,34,0.5882352941176471,SESE_M,0,1,0.24972657399999998
1068,BS426,2013,0,dolan_chalk,226,34,0.21212121212121213,SESE_M,3,1,1.8592386130000003
1069,BS426,2018,0,dolan_chalk,226,34,0.13513513513513514,SESE_M,4,1,1.5320535190000002
1070,BS426,2021,0,dolan_chalk,226,34,3.875,SESE_M,2,1,0.543707586
1071,BS429,2007,1,sober,351,35,0.0,SESE_M,0,0,
1072,BS429,2009,1,sober,351,35,0.0,SESE_M,0,0,1.945263725
1073,BS429,2010,1,sober,351,35,0.0,SESE_M,0,0,3.400752763
1074,BS429,2013,1,sober,351,35,0.0,SESE_M,0,0,3.416215601
1075,BS429,2018,1,sober,351,35,0.6666666666666666,SESE_M,0,1,9.378417949
1076,BS429,2022,1,sober,351,35,0.0,SESE_M,0,1,10.722914714999998
1077,BS433,2007,1,sober_chalk,350,34,0.2222222222222222,SESE_M,0,0,
1078,BS433,2009,1,sober_chalk,350,34,0.6666666666666666,SESE_M,5,1,0.808830243
1079,BS433,2010,1,sober_chalk,350,34,0.6666666666666666,SESE_M,5,1,0.808830243
1080,BS433,2013,1,sober_chalk,350,34,0.3333333333333333,SESE_M,0,1,0.941531116
1081,BS433,2018,1,sober_chalk,350,34,0.25,SESE_M,1,1,9.006449238
1082,BS433,2022,1,sober_chalk,350,34,0.3333333333333333,SESE_M,0,1,11.016309174
1083,BS457,2007,1,chalk,443,34,0.35294117647058826,SESE_M,0,0,
1084,BS457,2009,1,chalk,443,34,1.3333333333333333,SESE_M,9,1,6.407190841
1085,BS457,2010,1,chalk,443,34,1.3333333333333333,SESE_M,9,1,7.323535475
1086,BS457,2013,1,chalk,443,34,0.6666666666666666,SESE_M,0,1,8.576149609
1087,BS457,2018,1,chalk,443,34,0.14285714285714285,SESE_M,3,1,8.821111369999999
1088,BS457,2022,1,chalk,443,34,0.09090909090909091,SESE_M,2,1,5.455406686
1089,BS469,2007,1,sober,543,35,0.14285714285714285,SESE_M,0,0,
1090,BS474,2006,0,dolan_chalk,289,41,0.13043478260869565,SESE_M,0,0,
1091,BS474,2021,0,dolan_chalk,289,41,0.7407407407407407,SESE_M,23,1,0.0
1092,BS494,2007,1,control,442,32,0.8181818181818182,SESE_M,0,0,
1093,BS494,2010,1,control,442,32,0.6666666666666666,SESE_M,0,0,1.266342894
1094,BS494,2013,1,control,442,32,0.46153846153846156,SESE_M,0,0,1.266342894
1095,BS494,2018,1,control,442,32,0.2,SESE_M,3,0,1.266342894
1096,BS494,2022,1,control,442,32,0.11764705882352941,SESE_M,0,0,1.327668314
1097,BS513,2006,1,dolan,310,33,0.0,SESE_M,0,0,
1098,BS513,2009,1,dolan,310,33,0.0,SESE_M,0,0,1.641837554
1099,BS513,2011,1,dolan,310,33,0.0,SESE_M,0,0,1.620459802
1100,BS513,2014,1,dolan,310,33,0.0,SESE_M,0,0,1.992131772
1101,BS513,2019,1,dolan,310,33,0.3333333333333333,SESE_M,0,0,4.419982062
1102,BS600,2007,1,sober,549,32,0.6,SESE_M,0,0,
1103,BS600,2018,1,sober,549,32,0.6666666666666666,SESE_M,7,1,0.0
1104,BS600,2023,1,sober,549,32,0.2222222222222222,SESE_M,0,1,3.2609408949999996
1105,BS601,2007,1,sober,603,25,0.15384615384615385,SESE_M,0,0,
1106,BS601,2009,1,sober,603,25,0.15384615384615385,SESE_M,0,0,3.566594769
1107,BS601,2010,1,sober,603,25,0.15384615384615385,SESE_M,0,0,3.566594769
1108,BS601,2013,1,sober,603,25,0.08333333333333333,SESE_M,0,0,5.210832657
1109,BS601,2018,1,sober,603,25,0.1320754716981132,SESE_M,5,1,0.795474822
1110,BS601,2022,1,sober,603,25,0.1724137931034483,SESE_M,1,1,0.795474822
1111,BS603,2007,1,sober,491,31,0.0,SESE_M,0,0,
1112,BS603,2009,1,sober,491,31,0.1111111111111111,SESE_M,0,0,24.235228421
1113,BS603,2010,1,sober,491,31,0.0,SESE_M,0,0,26.906213936999997
1114,BS603,2013,1,sober,491,31,0.0,SESE_M,0,0,26.999173671
1115,BS603,2018,1,sober,491,31,0.10526315789473684,SESE_M,5,1,2.2552837300000004
1116,BS603,2022,1,sober,491,31,0.1,SESE_M,5,1,3.942706422
1117,BS604,2007,1,sober,550,33,0.21739130434782608,SESE_M,0,0,
1118,BS604,2018,1,sober,550,33,0.034482758620689655,SESE_M,20,1,0.341385093
1119,BS605,2007,1,control,119,35,0.6,SESE_M,0,0,
1120,BS610,2007,0,dolan_chalk,206,44,0.02631578947368421,SESE_M,0,0,
1121,BS610,2009,0,dolan_chalk,206,44,2.3333333333333335,SESE_M,2,1,6.249071146
1122,BS610,2021,0,dolan_chalk,206,44,2.0,SESE_M,25,1,3.600068478
1123,BS611,2007,1,dolan_chalk,378,35,0.30303030303030304,SESE_M,0,0,
1124,BS611,2009,1,dolan_chalk,378,35,1.3571428571428572,SESE_M,17,1,0.900129127
1125,BS611,2010,1,dolan_chalk,378,35,0.2153846153846154,SESE_M,20,1,1.741643989
1126,BS611,2013,1,dolan_chalk,378,35,0.125,SESE_M,1,1,2.334253952
1127,BS611,2018,1,dolan_chalk,378,35,0.2916666666666667,SESE_M,14,1,2.499433083
1128,BS611,2021,1,dolan_chalk,378,35,18.333333333333332,SESE_M,26,1,1.340542516
1129,BS612,2007,1,dolan_chalk,415,34,0.48333333333333334,SESE_M,0,0,
1130,BS612,2009,1,dolan_chalk,415,34,5.0,SESE_M,48,1,1.430852119
1131,BS612,2021,1,dolan_chalk,415,34,3.5555555555555554,SESE_M,34,1,0.782757145
1132,BS613,2007,1,dolan_chalk,291,40,0.05,SESE_M,0,0,
1133,BS613,2009,1,dolan_chalk,291,40,1.2222222222222223,SESE_M,1,1,0.533253937
1134,BS613,2018,1,dolan_chalk,291,40,0.07692307692307693,SESE_M,1,1,2.498620662
1135,BS613,2021,1,dolan_chalk,291,40,0.17647058823529413,SESE_M,1,1,0.179997551
1136,BS620,2007,1,control,284,36,0.07692307692307693,SESE_M,0,0,
1137,BS621,2007,1,chalk,218,38,0.5416666666666666,SESE_M,0,0,
1138,BS622,2007,1,control,55,38,0.06666666666666667,SESE_M,0,0,
1139,BS623,2007,1,control,341,38,0.6666666666666666,SESE_M,0,0,
1140,BS624,2007,0,control,435,12,0.24651162790697675,SESE_M,0,0,
1141,BS625,2007,1,control,302,0,0.8333333333333334,SESE_M,0,0,
1142,BS626,2007,0,control,357,43,0.948051948051948,SESE_M,0,0,
1143,BS627,2007,1,chalk,119,28,0.0,SESE_M,0,0,
1144,BS627,2009,1,chalk,119,28,1.0,SESE_M,0,1,1.7676324220000001
1145,BS629,2007,1,chalk,373,30,0.1111111111111111,SESE_M,0,0,
1146,BS629,2009,1,chalk,373,30,0.8333333333333334,SESE_M,2,1,0.723562941
1147,BS629,2018,1,chalk,373,30,0.11235955056179775,SESE_M,7,1,3.5249473429999996
1148,BS632,2007,0,sober_chalk,499,19,0.19047619047619047,SESE_M,0,0,
1149,BS632,2009,0,sober_chalk,499,19,1.0,SESE_M,3,1,16.022526616
1150,BS632,2018,0,sober_chalk,499,19,1.027027027027027,SESE_M,10,1,4.12571805
1151,BS632,2023,0,sober_chalk,499,19,0.24242424242424243,SESE_M,6,1,4.340840099
