BSPlotNumber,SampleYear,_D,ACMA_D,ACMA_L,ACMA_M,ADFA_D,ADFA_M,AECA_D,AECA_L,AECA_M,ALRU_L,ARCsp_D,ARCsp_L,ARCsp_M,ARME_D,ARME_L,ARME_M,ARTCA_D,ARTCA_L,BAPI_D,BAPI_L,BAPI_M,CEAsp_D,CEAsp_L,CEAsp_M,CELE_L,CELE_M,CEOL_D,CEOL_L,CEOL_M,CEPA_D,CEPA_L,CEPA_M,CETH_D,CETH_L,CETH_M,ERAR_D,ERAR_L,ERAR_M,ERCA_D,ERCA_L,ERCA_M,GAEL_L,GENMO_D,GENMO_L,GENMO_M,HEAR_D,HEAR_L,HEAR_M,LAVE_L,LIDE_D,LIDE_L,LIDE_M,LOHI_D,LOHI_L,LOHI_M,LONsp_D,LONsp_M,LUAL_L,LUAL_M,MIAU_D,MISSING_D,MISSING_L,MISSING_M,PICOU_D,PICOU_L,PILA_L,PINsp_L,PIPO_D,PIPO_L,PIPO_M,PLRA_D,PLRA_L,PLRA_M,PSME_D,PSME_L,PSME_M,QUAG_D,QUAG_L,QUAG_M,QUCH_D,QUCH_L,QUCH_M,QUERsp_D,QUERsp_L,QUERsp_M,QUKE_D,QUKE_L,QUKE_M,QULO_D,QULO_L,QULO_M,QUPA_D,QUPA_L,QUPA_M,QUWI_L,RHCA_D,RHCA_L,RHCA_M,RHIL_D,RHIL_L,RHIL_M,RIBsp_L,RIBsp_M,RIGsp_D,RIGsp_L,RIGsp_M,RISA_D,RISA_L,RISA_M,SALsp_L,SAME_D,SAME_L,SAME_M,SESE_D,SESE_L,SESE_M,TODI_D,TODI_L,TODI_M,TREEsp_L,UMCA_D,UMCA_L,UMCA_M,VAOV_D,VAOV_L,VAOV_M,XXsp_D,XXsp_M
BS246,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004744586,0.008080955,0,0,0,0.033979437,1.488939302,0.213437268,0,0,0.002290219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS247,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50331E-05,0.000644026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.411098556,8.328119471,0,0,0,0,0,0,0.028188702,0,0,0,0,0,0
BS247,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000739059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.730920679,3.634185029,0.253443061,0,0,0,0,0.028188702,0.000871006,0,0,0,0,0,0
BS247,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.376229074,3.513259732,0.385932551,0,0,0,0,0.030337549,0.003016712,0,0,0,0,0,0
BS247,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85398E-05,0.000227765,0.000452389,0,0,0,0,0,0,0,0,0,0,0,0.005861422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.736588296,3.715822387,0.002552542,0,0,0,0,0,0.008985733,0,0,0,0,0,0
BS247,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452389,0.000227765,0.00028667,0,0,0,0,0,0,0,0,0,0,0.010599725,0.001159247,0.000785398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.495645622,3.660502914,0.250530807,0,0,0,0,0.006330304,0.009996539,0.000153938,0,0,0,0,0
BS247,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001787565,0,0,0,0,0,0,0,0,0,0,0,0.000644811,0.001385441,0.000283528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.656724177,4.096401668,0.03645501,0,0,0,0,0.000132732,0.029393501,0,0,0,0,0,0
BS248,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009357226,1.800617231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS249,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006614618,0,0,0,0,0,0,0,0,0,0,0,0,0.001963494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032356021,0.05063065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004002386,7.852584846,0,0,0,0,0,0.018851111,0.117486041,0,0,0,0,0,0
BS249,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006614618,0,0,0,0,0,0,0,0,0,0,0,0,0.003806036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062911125,0.000684081,0.020075545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1224042,7.706574739,0.031957824,0,0,0,0,0.127893344,0.014347642,0.013671414,0,0,0,0,0
BS251,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002347553,0.16070568,0,0,0,0,0,0,0,0,0,0,0,0.03319404,0.059546482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002605949,2.034517246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001385441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS251,2009,0,0,0,0,0,0,0,0,0,0,0.000431183,0,0,0.076764752,0.073942818,0.000428042,0,0,0,0,0,0,0,0,0,0,0.05453329,0,0.013578737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002445728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5516365,1.584786856,0.002031038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003018283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85398E-05,0,0,0,0,0,0,0
BS251,2011,0,0,0,0,0,0,0,0,0,0,0.00100688,0,0,0.108058915,0.066154817,0.000428042,0,0,0,0,0,0,0,0,0,0,0.032182448,0,0.017727207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002704124,0.000579623,0.00034636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490816103,1.595411714,0.000333794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003227984,0.000377776,0.00020813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113097,0,0,0,0,0,0,0
BS251,2014,0,0,0,0,0,0,0,0,0,0,0.00100688,0,0,0.10312976,0.088353292,0.000132732,0,0,0,0,0,0,0,0,0,0,0.029496389,0.034315588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002539976,0.001072068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418403239,1.686801352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001673682,0.001040652,0.001449058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113097,0,0,0,0,0,0,0
BS251,2019,0,0,0,0,0,0,0,0,0,0,0.00034636,0,0.000660519,0.121675351,0.074040208,0.006488169,0,0,0,0,0,0,0,0,0,0,0.008410036,0.027356966,0.028345781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380132,0.000547422,0.000132732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097707376,1.818415909,0.150215911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000481449,0.000956614,0.000211272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113097,0,0,0,0,0
BS251,2022,0,0,0,0,0,0,0,0,0,0,0.00100688,0,0,0.087245096,0.078844484,0.001900662,0,0,0,0,0,0,0,0,0,0,0.038629776,0.144363914,0.000490873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002176336,0.000380132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027581589,1.822600507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000254469,0.002303571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS253,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157026093,1.395100794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001604567,0.034147513,0,0,0,0,0,0,0,0,0,0,0,0.012748572,0,0,0,0,0,0.993431234,0,0,0,0,0,0,0,0,0,0.000283528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004071501,0,0,0,0,0,0.000113097,0,0,0,0.046713873,0,0,0,0,0,0
BS254,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099911201,0.519448555,0,0,0,0,0,0,0.028114089,0.170556136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849485936,0,0,0,0,0,0,0,0,0.000153938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000490873,0,0,0,0,0,0,0,0,0,0
BS254,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665548198,0.027598868,0.040707152,0,0,0,0,0,0.194251578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152367413,0,0,0,0,0,0,0,0,0.000153938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000490873,0,0,0,0,0,0,0,0,0,0,0
BS257,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008992801,0.43317421,0,0,0,0,0,0,0,0,0,0,0,0.001385441,0.006537649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004566301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.420322562,0,0,0,0,0,0,0,0,0,0,0.017671444,0.128531872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS259,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000694291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20024259,2.581157048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060507809,1.42637061,0,0,0,0,0,0
BS259,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000694291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20024259,2.581157048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117924293,1.368237058,0.001160032,0,0,0,0,0
BS260,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470391056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672970989,0,0,0,0,0,0,0.983887083,0,0,0,0,0,0
BS262,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200188398,0,0,0,0,0,0,0,0,0,0,0,0.020148587,0.049231857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334900563,0.27189519,0,0,0.011157357,0,0,0,0,0,0,0,0,0,0,0,0.210100114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001559014,0,0,0,0.001743582,0,0,0,0,0,0
BS265,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2658492,0.410480149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044204527,3.090842326,0,0,0,0,0,0,0,0,0,0.012667676,0,0,0
BS267,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003848448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003765196,6.415656138,0,0,0,0,0.0014522,0.000754767,0.030870049,0,0,0,0,0,0
BS271,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108102897,0.638133898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002290219,0,0,0,0.000314159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01685463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000314159,0.429876326,0,0,0,0,0,0
BS271,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638133898,0.000190066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004040085,0,0,0,0.000314159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01685463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288474146,0.152153487,0,0,0,0,0,0
BS272,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001938361,0.308313286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035960995,0,0,0,0.126884108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077642826,0,0,0,0,0,0,0,0,1.955401014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001602996,0,0,0,0.016992075,0,0,0,0,0,0
BS272,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306370998,0,0.002189688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044798288,0.000490873,0,0,0.126884108,0.000549778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077642826,0,0,0,0,0,0,0,0,0.347637354,1.866533287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001256636,0,0.00034636,0,0.016611943,0,0.000380132,0,0,0,0,0
BS272,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284132468,0.025129578,0.002859632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029095836,0.003070904,0.011059182,0,0.117678464,0.021024306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073664788,0,0,0,0,0,0,0,0,0.431743216,1.820812157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001256636,0,0,0,0.018034297,0.0075783,0.001074424,0,0,0,0,0
BS272,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28225851,0.029586709,0.000767333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023527368,0.005962738,0.000717853,0,0.118665708,0.0387468,0.000615752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071434259,0,0,0,0,0,0,0,0,0.378624427,1.90382396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001256636,0.000415475,0,0,0.025642443,0.016759597,0,0,0,0,0,0
BS272,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294396828,0.092738166,0.000729634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016512982,0.003568846,0.025058893,0,0.131928716,0.042469584,0.002149633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004797208,0,0,0,0,0,0,0.539025373,1.749973229,0.045996019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000415475,0.001256636,0,0.002112719,0.034647811,0.0130698,0,0,0,0,0
BS272,2022,0,0,0,0,0,0,0,0,0,0,0,0.000113097,0,0.300815882,0.131215575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016512982,0.013854412,0,0,0.144339567,0.038639201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458070526,1.724527136,0.000903207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201062,0.035638982,0,0,0,0,0,0
BS273,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11856125,0.168594213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179886956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025925186,0,0,0,0,0,0
BS273,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002068737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003318304,0,0,0,0.108096614,0.161882991,0.017267749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064692407,1.068817613,0.046376937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85398E-05,0,0,0,0.027389952,0,9.50331E-05,0,0,0,0,0
BS273,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002375827,0.000314159,0,0,0.114697095,0.168262775,0.016963015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.171257009,0.046376937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176714,0,0,0,0.028006489,0.002941314,0,0,0,0,0,0
BS273,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132732,0,0,0,0,0,0,0,0,0,0,0,0.000660519,0.004551379,0.000706858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000804247,0,0,0.264301967,0.020802824,0.003107818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064692407,1.134573448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176714,0,0.009738929,0.00738902,9.50331E-05,0,0,0,0,0
BS273,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001256636,0,0,0,0,0,0,0,0,0,0,0,0,0.008135933,0.00100688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002689986,0,0.173416553,0.044140125,0.013352543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064692407,1.165296627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003341081,0.014027985,9.50331E-05,0,0,0,0,0
BS273,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002290219,0,0,0,0,0,0,0,0,0,0,0,0,0.142727931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003631678,0,0,0.174794926,0.047005255,0.001385441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064692407,1.185235513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85398E-05,0.011699281,0,0,0,0,0,0
BS274,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380132,2.089233534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059794668,0,0,0.001163174,0,0,0,0,0,0,0,0,0,0,0,0.000722566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS274,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356753463,1.797835353,0.008706917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059794668,0,0,0.00151189,0,0.00015708,0,0,0,0,0,0,0,0,0,0.001358738,7.85398E-05,7.85398E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS274,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397689951,1.800724045,0.001833118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043958698,0.000153938,0,0.001448273,0,0.00015708,0,0,0,0,0,0,0,0,0,0.001551945,0.002146491,7.85398E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
